NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CALCUL NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
DOME MARIUS 7;TH1077N5133W;1077N5133W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Marius n° 7;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Allemagne;allemand;Allemand;16;16 ème siècle;Gunzenhausen;1570;Ansbach;1624;Découvreur des 4 gros satellites de Jupiter indépendamment de Galilée et inventeur de leurs noms. 1er observateur occidental de la galaxie d'Andromède;-51,33139609;308,67;51 ° 20 '  Ouest;10,77775915;10 ° 47 '  Nord;Face visible;Nord - Ouest;Partie centrale de l'Océan des Tempêtes;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;Non décrit;IV-150-H2;7;7;4.3;4.3;3,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;SO du cratère Marius;Description ALPO : Profil bas. Pentes douces.;;;;Non décrit;3;Formation très intéressante;11;4 jours après le Premier Quartier;3 jours après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME MARIUS 8;TH1095N5203W;1095N5203W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Marius n° 8;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Allemagne;allemand;Allemand;16;16 ème siècle;Gunzenhausen;1570;Ansbach;1624;Découvreur des 4 gros satellites de Jupiter indépendamment de Galilée et inventeur de leurs noms. 1er observateur occidental de la galaxie d'Andromède;-52,03257988;307,97;52 ° 2 '  Ouest;10,9527842;10 ° 57 '  Nord;Face visible;Nord - Ouest;Partie centrale de l'Océan des Tempêtes;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;Non décrit;IV-150-H2;5;5;3;3;2,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;SO du cratère Marius;Description ALPO : Profil bas. Platykurtique. Forme irrégulière.;;;;Non décrit;3;Formation très intéressante;12;5 jours après le Premier Quartier;4 jours après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME MARIUS 9;TH1095N5308W;1095N5308W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Marius n° 9;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Allemagne;allemand;Allemand;16;16 ème siècle;Gunzenhausen;1570;Ansbach;1624;Découvreur des 4 gros satellites de Jupiter indépendamment de Galilée et inventeur de leurs noms. 1er observateur occidental de la galaxie d'Andromède;-53,08856391;306,91;53 ° 5 '  Ouest;10,9527842;10 ° 57 '  Nord;Face visible;Nord - Ouest;Partie centrale de l'Océan des Tempêtes;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;Non décrit;IV-150-H2;14;14;8.5;8.5;7;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;SO du cratère Marius;Description ALPO : Grand dôme complexe. Multiple cratères-puits sommitaux.;;;;Non décrit;3;Formation très intéressante;12;5 jours après le Premier Quartier;4 jours après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME MARIUS A 1;TH990N5510W;990N5510W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Marius A n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Allemagne;allemand;Allemand;16;16 ème siècle;Gunzenhausen;1570;Ansbach;1624;Découvreur des 4 gros satellites de Jupiter indépendamment de Galilée et inventeur de leurs noms. 1er observateur occidental de la galaxie d'Andromède;-55,107207;304,89;55 ° 6 '  Ouest;9,904123685;9 ° 54 '  Nord;Face visible;Nord - Ouest;Partie centrale de l'Océan des Tempêtes;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;Non décrit;IV-150-H2;5;12;3;7.3;2,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Marius a;Description ALPO : Allongé N/S. Pentes abruptes. Alignéavec une dorsale.;;;;Non décrit;3;Formation très intéressante;12;5 jours après le Premier Quartier;4 jours après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME MARIUS B 1;TH967N5099W;967N5099W;Formation répertoriée;Dôme;TH;Volcan;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Marius B n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Allemagne;allemand;Allemand;16;16 ème siècle;Gunzenhausen;1570;Ansbach;1624;Découvreur des 4 gros satellites de Jupiter indépendamment de Galilée et inventeur de leurs noms. 1er observateur occidental de la galaxie d'Andromède;-50,99072997;309,01;50 ° 59 '  Ouest;9,671555142;9 ° 40 '  Nord;Face visible;Nord - Ouest;Partie centrale de l'Océan des Tempêtes;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;Non décrit;IV-150-H2;12;7;7.3;4.3;6;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Marius b;Description ALPO : Allongé N/S. Pentes abruptes. Sur une dorsale.;;;;Non décrit;3;Formation très intéressante;11;4 jours après le Premier Quartier;3 jours après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME MARIUS C 1;TH1447N4984W;1447N4984W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Marius C n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Allemagne;allemand;Allemand;16;16 ème siècle;Gunzenhausen;1570;Ansbach;1624;Découvreur des 4 gros satellites de Jupiter indépendamment de Galilée et inventeur de leurs noms. 1er observateur occidental de la galaxie d'Andromède;-49,84197735;310,16;49 ° 51 '  Ouest;14,47751219;14 ° 29 '  Nord;Face visible;Nord - Ouest;Partie centrale de l'Océan des Tempêtes;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;Non décrit;IV-150-H2;4;9;2.4;5.5;2;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;NO du cratère Marius C;Description ALPO : Oblong. Peut-être un pic.;;;;Non décrit;3;Formation très intéressante;11;4 jours après le Premier Quartier;3 jours après le Dernier Quartier;100;Instruments 100 mm de diamètre;Instruments 200 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME MARIUS C 2;TH1507N4785W;1507N4785W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Marius C n° 2;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Allemagne;allemand;Allemand;16;16 ème siècle;Gunzenhausen;1570;Ansbach;1624;Découvreur des 4 gros satellites de Jupiter indépendamment de Galilée et inventeur de leurs noms. 1er observateur occidental de la galaxie d'Andromède;-47,85945688;312,14;47 ° 52 '  Ouest;15,07006214;15 ° 4 '  Nord;Face visible;Nord - Ouest;Partie centrale de l'Océan des Tempêtes;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;Non décrit;IV-150-H2;3;3;1.8;1.8;1,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;NO du cratère Marius C;Description ALPO : Petit dôme.;;;;Non décrit;3;Formation très intéressante;11;4 jours après le Premier Quartier;3 jours après le Dernier Quartier;100;Instruments 100 mm de diamètre;Instruments 200 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME MARIUS D 1;TH1424N5163W;1424N5163W;Formation répertoriée;Dôme;TH;Volcan;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Marius D n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Allemagne;allemand;Allemand;16;16 ème siècle;Gunzenhausen;1570;Ansbach;1624;Découvreur des 4 gros satellites de Jupiter indépendamment de Galilée et inventeur de leurs noms. 1er observateur occidental de la galaxie d'Andromède;-51,63708975;308,36;51 ° 38 '  Ouest;14,24093831;14 ° 14 '  Nord;Face visible;Nord - Ouest;Partie centrale de l'Océan des Tempêtes;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;Non décrit;IV-150-H2;17;8;10.3;4.9;8,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Marius d;Description ALPO : Allongé N/S. Pentes abruptes. Sur une dorsale. Plusieurs cratères-puits sommitaux.;;;;Non décrit;3;Formation très intéressante;11;4 jours après le Premier Quartier;3 jours après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME MARIUS E 1;TH1147N5226W;1147N5226W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Marius E n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Allemagne;allemand;Allemand;16;16 ème siècle;Gunzenhausen;1570;Ansbach;1624;Découvreur des 4 gros satellites de Jupiter indépendamment de Galilée et inventeur de leurs noms. 1er observateur occidental de la galaxie d'Andromède;-52,26190258;307,74;52 ° 16 '  Ouest;11,47848785;11 ° 29 '  Nord;Face visible;Nord - Ouest;Partie centrale de l'Océan des Tempêtes;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;Non décrit;IV-150-H2;8;8;4.9;4.9;4;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;SE du cratère Marius E;Description ALPO : Profil bas. Cratère d'impact dessus.;;;;Non décrit;3;Formation très intéressante;12;5 jours après le Premier Quartier;4 jours après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME MARIUS E 2;TH1194N5248W;1194N5248W;Formation répertoriée;Dôme;TH;Volcan;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Marius E n° 2;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Allemagne;allemand;Allemand;16;16 ème siècle;Gunzenhausen;1570;Ansbach;1624;Découvreur des 4 gros satellites de Jupiter indépendamment de Galilée et inventeur de leurs noms. 1er observateur occidental de la galaxie d'Andromède;-52,48364339;307,52;52 ° 29 '  Ouest;11,94660226;11 ° 57 '  Nord;Face visible;Nord - Ouest;Partie centrale de l'Océan des Tempêtes;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;Non décrit;IV-150-H2;8;8;4.9;4.9;4;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;SE du cratère Marius E;Description ALPO : Forme ovale.;;;;Non décrit;3;Formation très intéressante;12;5 jours après le Premier Quartier;4 jours après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME MARIUS E 3;TH1200N5298W;1200N5298W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Marius E n° 3;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Allemagne;allemand;Allemand;16;16 ème siècle;Gunzenhausen;1570;Ansbach;1624;Découvreur des 4 gros satellites de Jupiter indépendamment de Galilée et inventeur de leurs noms. 1er observateur occidental de la galaxie d'Andromède;-52,98361077;307,02;52 ° 59 '  Ouest;12,00517283;12 ° 0 '  Nord;Face visible;Nord - Ouest;Partie centrale de l'Océan des Tempêtes;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;Non décrit;IV-150-H2;8;12;4.9;7.3;4;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;SO du cratère Marius E;Description ALPO : Dôme bas.;;;;Non décrit;3;Formation très intéressante;12;5 jours après le Premier Quartier;4 jours après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME MARIUS F 1;TH1495N5294W;1495N5294W;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Marius F n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome;Allemagne;allemand;Allemand;16;16 ème siècle;Gunzenhausen;1570;Ansbach;1624;Découvreur des 4 gros satellites de Jupiter indépendamment de Galilée et inventeur de leurs noms. 1er observateur occidental de la galaxie d'Andromède;-52,94114817;307,06;52 ° 56 '  Ouest;14,95142225;14 ° 57 '  Nord;Face visible;Nord - Ouest;Partie centrale de l'Océan des Tempêtes;29;Marius;302;7 e5;055N/C 061N/C 067N/C 075N/C 225N/C;Non décrit;IV-150-H2;9;9;5.5;5.5;4,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Marius f;Description ALPO : Pentes douces.;;;;Non décrit;3;Formation très intéressante;12;5 jours après le Premier Quartier;4 jours après le Dernier Quartier;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
