NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;OESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
Fontenelle G 1;Domo;Sin determinar;Domo de Fontenelle G nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Escritor;Francia;francés;18;Siglo XVIII;Rouen;1657;París;1757;Autor del 'Discurso sobre la pluralidad de los mundos' en 1686. Autor de trabajos de divulgación. Miembro de la Academia Franceda en 1691 y de la Academia de las Ciencias en 1699.;-175.097.812;17 º 31 '  Oeste;5.965.511.009;59 º 39 '  Norte;Norte - Oeste;Limbo Norte de la Luna;3;Plato;400;11f5;018N 024N 029N 036N 161N 179N 183N 191N;;IV-140-H1 IV-128-H2 IV-128-H1;18;18;10.9;10.9;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;E del cráter Fontenelle G;Escudo volcánico;Volcanismo extrusivo;Domo marino, en Mare Frigoris;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Fontenelle G 2;Domo;Sin determinar;Domo de Fontenelle G nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Escritor;Francia;francés;18;Siglo XVIII;Rouen;1657;París;1757;Autor del 'Discurso sobre la pluralidad de los mundos' en 1686. Autor de trabajos de divulgación. Miembro de la Academia Franceda en 1691 y de la Academia de las Ciencias en 1699.;-2.074.282.546;20 º 45 '  Oeste;5.832.060.203;58 º 19 '  Norte;Norte - Oeste;Limbo Norte de la Luna;3;Plato;400;11f5;018N 024N 029N 036N 161N 179N 183N 191N;;IV-140-H1 IV-128-H2 IV-128-H1;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter Fontenelle G;Escudo volcánico;Volcanismo extrusivo;Domo marino, en Mare Frigoris;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;999;Sin determinar;Sin determinar
Fra Mauro 1;Domo;Sin determinar;Domo de Fra Mauro nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Geógrafo;Venecia;veneciano;15;Siglo XV;?;?;?;1459;Autor de un mapa del mundo en 1457.;-1.264.730.439;12 º 39 '  Oeste;-5.336.218.588;5 º 20 '  Sur;Sur - Oeste;Región Sureste de Oceanus Procellarum;42;Fra Mauro;216;11e1 / 12f8;018C 024C 029C 191C;MM149;IV-120-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;E del cráter Fra Mauro;Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;999;Sin determinar;Sin determinar
Fra Mauro 2;Domo;Sin determinar;Domo de Fra Mauro nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Geógrafo;Venecia;veneciano;15;Siglo XV;?;?;?;1459;Autor de un mapa del mundo en 1457.;-1.264.374.591;12 º 39 '  Oeste;-5.163.607.091;5 º 10 '  Sur;Sur - Oeste;Región Sureste de Oceanus Procellarum;42;Fra Mauro;216;11e1 / 12f8;018C 024C 029C 191C;MM149;IV-120-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;E del cráter Fra Mauro;Volcán;Volcanismo extrusivo;Perfil bajo, domo marino;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;999;Sin determinar;Sin determinar
Fracastorius 1;Domo;Sin determinar;Domo de Fracastorius nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Doctor y poeta;Italia;italiano;16;Siglo XVI;Verona;1478;Verona;1553;Teoría de las esferas homocéntricas. Autor de un poetario sobre la sífilis.;2.931.158.337;29 º 19 '  Este;-2.289.229.078;22 º 54 '  Sur;Sur- Este;Borde Sur de Mare Nectaris;58;Fracastorius;192;;328S 334S 343C 135S 143S;MM114 L100/021;IV-077-H1;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter Fracastorius;Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;999;Sin determinar;Sin determinar
Fracastorius 2;Domo;Sin determinar;Domo de Fracastorius nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Doctor y poeta;Italia;italiano;16;Siglo XVI;Verona;1478;Verona;1553;Teoría de las esferas homocéntricas. Autor de un poetario sobre la sífilis.;3.396.451.429;33 º 58 '  Este;-2.227.175.411;22 º 16 '  Sur;Sur- Este;Borde Sur de Mare Nectaris;58;Fracastorius;192;;328S 334S 343C 135S 143S;MM114 L100/021;IV-077-H1;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Fracastorius;Escudo volcánico;Volcanismo extrusivo;Perfil bajo, cercano a un canal del suelo del cráter;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;999;Sin determinar;Sin determinar
Fracastorius 3;Domo;Sin determinar;Domo de Fracastorius nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Doctor y poeta;Italia;italiano;16;Siglo XVI;Verona;1478;Verona;1553;Teoría de las esferas homocéntricas. Autor de un poetario sobre la sífilis.;3.378.889.139;33 º 47 '  Este;-1.957.253.794;19 º 34 '  Sur;Sur- Este;Borde Sur de Mare Nectaris;58;Fracastorius;192;;328S 334S 343C 135S 143S;MM114 L100/021;IV-077-H1;24;24;14.6;14.6;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro de Fracastorius;Escudo volcánico;Volcanismo extrusivo;Platicúrtico (no picudo), en el corte del borde del cráter inundado;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Fracastorius 4;Domo;Sin determinar;Domo de Fracastorius nº 4;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Doctor y poeta;Italia;italiano;16;Siglo XVI;Verona;1478;Verona;1553;Teoría de las esferas homocéntricas. Autor de un poetario sobre la sífilis.;325.575.495;32 º 33 '  Este;-1.926.877.549;19 º 16 '  Sur;Sur- Este;Borde Sur de Mare Nectaris;58;Fracastorius;192;;328S 334S 343C 135S 143S;MM114 L100/021;IV-077-H1;8;8;4.9;4.9;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Fracastorius;Escudo volcánico;Volcanismo extrusivo;Par del domos ovalados sobre el suelo del cráter, pequeña cumbre en las colinas de los cráteres;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Fracastorius 5;Domo;Sin determinar;Domo de Fracastorius nº 5;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Doctor y poeta;Italia;italiano;16;Siglo XVI;Verona;1478;Verona;1553;Teoría de las esferas homocéntricas. Autor de un poetario sobre la sífilis.;3.322.537.456;33 º 14 '  Este;-1.902.617.069;19 º 2 '  Sur;Sur- Este;Borde Sur de Mare Nectaris;58;Fracastorius;192;;328S 334S 343C 135S 143S;MM114 L100/021;IV-077-H1;24;18;14.6;10.9;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;N del cráter Fracastorius;Escudo volcánico;Volcanismo extrusivo;Perfil bajo, domo marino;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Fracastorius 6;Domo;Sin determinar;Domo de Fracastorius nº 6;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Doctor y poeta;Italia;italiano;16;Siglo XVI;Verona;1478;Verona;1553;Teoría de las esferas homocéntricas. Autor de un poetario sobre la sífilis.;3.213.090.469;32 º 8 '  Este;-1.793.874.247;17 º 56 '  Sur;Sur- Este;Borde Sur de Mare Nectaris;58;Fracastorius;192;;328S 334S 343C 135S 143S;MM114 L100/021;IV-077-H1;21;21;12.8;12.8;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;N del cráter Fracastorius;Escudo volcánico;Volcanismo extrusivo;Perfil bajo, domo marino complejo, 3 quizá 4 domos;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
G Bond 2;Domo;Sin determinar;Domo de G Bond nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;U. S. A.;americano;19;Siglo IX;Cambcordillera;1826;Cambcordillera;1865;;3.436.862.795;34 º 22 '  Este;3.214.068.663;32 º 8 '  Norte;Norte - Este;Región Sureste del cráter Atlas;15;Atlas;311;15d1 / 16c7;323N 328N/C 131N 135N/C 143N;;IV-074-H1;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter G, Bond;Escudo volcánico;Volcanismo extrusivo;En la costa oeste de Lacus Somniorum, cerca de Rima G, Bond I;3;Formación muy interesante;5;5 días después de la Luna Nueva;4 días después de la Luna Llena;999;Sin determinar;Sin determinar
Galilaei 1;Domo;Sin determinar;Domo de Galilaei nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo y físico;Italia;italiano;17;Siglo XVII;Pisa;1564;Arcetri;1642;Fundador de la mecánica moderna. Primer uso de un refractor en estrellas. Descubridor de las manchas solares los satélites de Júpiter y el relieve lunar. Tuvo que renunciar a la rotración de la Tierra alrededor del Sol.;-607.023.315;60 º 42 '  Oeste;8.279.375.698;8 º 17 '  Norte;Norte - Oeste;Limbo Oeste de la Luna;28;Galilei;258;1f6;067N/C 075N/C 080N/C Q2NW, 233N/C 237C;;IV-162-H2;12;13;7.3;7.9;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Galilaei;Escudo volcánico;Volcanismo extrusivo;Cortado por una franja de norte a sur;3;Formación muy interesante;12;5 días después del Cuarto Creciente;4 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Galilaei 2;Domo;Sin determinar;Domo de Galilaei nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo y físico;Italia;italiano;17;Siglo XVII;Pisa;1564;Arcetri;1642;Fundador de la mecánica moderna. Primer uso de un refractor en estrellas. Descubridor de las manchas solares los satélites de Júpiter y el relieve lunar. Tuvo que renunciar a la rotración de la Tierra alrededor del Sol.;-6.040.106.413;60 º 24 '  Oeste;1.083.608.944;10 º 50 '  Norte;Norte - Oeste;Limbo Oeste de la Luna;28;Galilei;258;1f6;067N/C 075N/C 080N/C Q2NW, 233N/C 237C;;IV-162-H2;8;10;4.9;6.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;E del cráter Galilaei;Escudo volcánico;Volcanismo extrusivo;Ovalado, domo marino;3;Formación muy interesante;12;5 días después del Cuarto Creciente;4 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Galilaei M 1;Domo;Sin determinar;Domo de Galilaei M nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo y físico;Italia;italiano;17;Siglo XVII;Pisa;1564;Arcetri;1642;Fundador de la mecánica moderna. Primer uso de un refractor en estrellas. Descubridor de las manchas solares los satélites de Júpiter y el relieve lunar. Tuvo que renunciar a la rotración de la Tierra alrededor del Sol.;-575.059.438;57 º 30 '  Oeste;1.200.517.283;12 º 0 '  Norte;Norte - Oeste;Limbo Oeste de la Luna;28;Galilei;258;1f6;067N/C 075N/C 080N/C Q2NW, 233N/C 237C;;IV-162-H2;12;12;7.3;7.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SO del cráter Galilaei M;Escudo volcánico;Volcanismo extrusivo;Domo en las colinas de Marius;3;Formación muy interesante;12;5 días después del Cuarto Creciente;4 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Galilaei M 2;Domo;Sin determinar;Domo de Galilaei M nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo y físico;Italia;italiano;17;Siglo XVII;Pisa;1564;Arcetri;1642;Fundador de la mecánica moderna. Primer uso de un refractor en estrellas. Descubridor de las manchas solares los satélites de Júpiter y el relieve lunar. Tuvo que renunciar a la rotración de la Tierra alrededor del Sol.;-558.941.412;55 º 54 '  Oeste;1.323.820.473;13 º 14 '  Norte;Norte - Oeste;Limbo Oeste de la Luna;28;Galilei;258;1f6;067N/C 075N/C 080N/C Q2NW, 233N/C 237C;;IV-162-H2;7;7;4.3;4.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;E del cráter Galilaei M;Escudo volcánico;Volcanismo extrusivo;ovalado, domo marino;3;Formación muy interesante;12;5 días después del Cuarto Creciente;4 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Galilaei M 3;Domo;Sin determinar;Domo de Galilaei M nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo y físico;Italia;italiano;17;Siglo XVII;Pisa;1564;Arcetri;1642;Fundador de la mecánica moderna. Primer uso de un refractor en estrellas. Descubridor de las manchas solares los satélites de Júpiter y el relieve lunar. Tuvo que renunciar a la rotración de la Tierra alrededor del Sol.;-5.168.319.974;51 º 41 '  Oeste;1.347.375.889;13 º 28 '  Norte;Norte - Oeste;Limbo Oeste de la Luna;28;Galilei;258;1f6;067N/C 075N/C 080N/C Q2NW, 233N/C 237C;;IV-162-H2;4;10;2.4;6.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;E del cráter Galilaei M;Escudo volcánico;Volcanismo extrusivo;Oblongo, pendientes suaves, bajo albedo;3;Formación muy interesante;11;4 días después del Cuarto Creciente;3 días después del Cuarto Menguante;100;Refractor de 100 mm;Reflector de 200 mm
Galilaei M 4;Domo;Sin determinar;Domo de Galilaei M nº 4;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo y físico;Italia;italiano;17;Siglo XVII;Pisa;1564;Arcetri;1642;Fundador de la mecánica moderna. Primer uso de un refractor en estrellas. Descubridor de las manchas solares los satélites de Júpiter y el relieve lunar. Tuvo que renunciar a la rotración de la Tierra alrededor del Sol.;-5.741.533.916;57 º 25 '  Oeste;1.359.162.277;13 º 35 '  Norte;Norte - Oeste;Limbo Oeste de la Luna;28;Galilei;258;1f6;067N/C 075N/C 080N/C Q2NW, 233N/C 237C;;IV-162-H2;7;10;4.3;6.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NO del cráter Galilaei M;Escudo volcánico;Volcanismo extrusivo;Domo en las colinas de Marius, oblongo, perfil bajo, cerca del borde Oeste del domo en las colinas de Marius field;3;Formación muy interesante;12;5 días después del Cuarto Creciente;4 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Galle A 1;Domo;Sin determinar;Domo de Galle A nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;Pabsthaus;1812;Potsdam;1910;;2.163.018.801;21 º 38 '  Este;5.218.551.149;52 º 11 '  Norte;Norte - Este;Limbo Norte de la Luna;5;Aristoteles;372;7f5;343N 351N 124N 131N 135N 143N 148N 154N 161 N;;IV-110-H3 IV-104-H1 IV-110-H3 IV-098-H3 IV-103-H3;8;15;4.9;9.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SO del cráter Galle A;Escudo volcánico;Volcanismo extrusivo;Elíptico, cumbre brillante, demasiado pronunciada, probablemente no es un domo;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Gambart 1;Domo;Sin determinar;Domo de Gambart nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Francia;francés;19;Siglo IX;?;1800;?;1836;Descubridor de 13 cometas.;-1.106.966.509;11 º 4 '  Oeste;0.286480091;0 º 17 '  Norte;Norte - Oeste;Región Sur del cráter Erathostenes;32;Stadius;246;8 e6;18C 024C 191C;ST07/03  MM63;IV-120-H3 IV-121-H1 IV-121-H1;13;13;7.9;7.9;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Gambart;Escudo volcánico;Volcanismo extrusivo;Cornisa montañosa en la ladera norte;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Gambart 2;Domo;Sin determinar;Domo de Gambart nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Francia;francés;19;Siglo IX;?;1800;?;1836;Descubridor de 13 cometas.;-1.596.267.793;15 º 58 '  Oeste;0.515668977;0 º 31 '  Norte;Norte - Oeste;Región Sur del cráter Erathostenes;32;Stadius;246;8 e6;18C 024C 191C;ST07/03  MM63;IV-120-H3 IV-121-H1 IV-121-H1;6.2;6.2;3.8;3.8;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SO del cráter Gambart;Escudo volcánico;Volcanismo extrusivo;En un área de tierra montañosa;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Gambart 3;Domo;Sin determinar;Domo de Gambart nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Francia;francés;19;Siglo IX;?;1800;?;1836;Descubridor de 13 cometas.;-1.430.129.262;14 º 18 '  Oeste;0.744866115;0 º 45 '  Norte;Norte - Oeste;Región Sur del cráter Erathostenes;32;Stadius;246;8 e6;18C 024C 191C;ST07/03  MM63;IV-120-H3 IV-121-H1 IV-121-H1;13;13;7.9;7.9;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SE del cráter Gambart;Escudo volcánico;Volcanismo extrusivo;Perfil bajo, hemisférico, base redonda;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Gambart 4;Domo;Sin determinar;Domo de Gambart nº 4;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Francia;francés;19;Siglo IX;?;1800;?;1836;Descubridor de 13 cometas.;-1.715.980.207;17 º 10 '  Oeste;0.916771591;0 º 55 '  Norte;Norte - Oeste;Región Sur del cráter Erathostenes;32;Stadius;246;8 e6;18C 024C 191C;ST07/03  MM63;IV-120-H3 IV-121-H1 IV-121-H1;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SO del cráter Gambart;Escudo volcánico;Volcanismo extrusivo;En un área de tierra montañosa;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;999;Sin determinar;Sin determinar
Gambart 5;Domo;Sin determinar;Domo de Gambart nº 5;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Francia;francés;19;Siglo IX;?;1800;?;1836;Descubridor de 13 cometas.;-1.752.094.054;17 º 31 '  Oeste;108.868.532;1 º 5 '  Norte;Norte - Oeste;Región Sur del cráter Erathostenes;32;Stadius;246;8 e6;18C 024C 191C;ST07/03  MM63;IV-120-H3 IV-121-H1 IV-121-H1;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter Gambart;Escudo volcánico;Volcanismo extrusivo;Perfil bajo, base redonda, en un área de tierra montañosa;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;999;Sin determinar;Sin determinar
Gambart 6;Domo;Sin determinar;Domo de Gambart nº 6;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Francia;francés;19;Siglo IX;?;1800;?;1836;Descubridor de 13 cometas.;-144.807.753;14 º 29 '  Oeste;1.203.299.823;1 º 12 '  Norte;Norte - Oeste;Región Sur del cráter Erathostenes;32;Stadius;246;8 e6;18C 024C 191C;ST07/03  MM63;IV-120-H3 IV-121-H1 IV-121-H1;10;10;6.1;6.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;S del cráter Gambart;Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Gambart 7;Domo;Sin determinar;Domo de Gambart nº 7;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Francia;francés;19;Siglo IX;?;1800;?;1836;Descubridor de 13 cometas.;-1.489.898.823;14 º 54 '  Oeste;1.719.131.321;1 º 43 '  Norte;Norte - Oeste;Región Sur del cráter Erathostenes;32;Stadius;246;8 e6;18C 024C 191C;ST07/03  MM63;IV-120-H3 IV-121-H1 IV-121-H1;20;20;12.1;12.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;S or crater Gambart;Volcán;Volcanismo extrusivo;Perfil bajo, hemisférico;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
