NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
CAUCHY D;Piccolo cratere;;Augustin Louis Cauchy;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Francia;francese;19;19° secolo;Parigi;1789;Sceaux;1857;Autore della teoria delle funzioni di una variabile complessa.  Lavori sullo sviluppo in serie di funzioni.  Membro dell'Accademia delle Scienze nel 1816 e del 'Bureau des Longitudes' nel 1839.;40.3;40.30 ° Est;10;10.00 ° Nord;Nord-Est;Parte centrale del Mare Tranquillitatis;36;Cauchy ?;??;Formazione non indicata;Formazione non indicata;;;9;9;5;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAUCHY E;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Augustin Louis Cauchy;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Francia;francese;19;19° secolo;Parigi;1789;Sceaux;1857;Autore della teoria delle funzioni di una variabile complessa.  Lavori sullo sviluppo in serie di funzioni.  Membro dell'Accademia delle Scienze nel 1816 e del 'Bureau des Longitudes' nel 1839.;38.6;38.60 ° Est;8.9;08.90 ° Nord;Nord-Est;Parte centrale del Mare Tranquillitatis;36;Cauchy ?;??;Formazione non indicata;Formazione non indicata;;;4;4;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
CAUCHY F;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Augustin Louis Cauchy;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Francia;francese;19;19° secolo;Parigi;1789;Sceaux;1857;Autore della teoria delle funzioni di una variabile complessa.  Lavori sullo sviluppo in serie di funzioni.  Membro dell'Accademia delle Scienze nel 1816 e del 'Bureau des Longitudes' nel 1839.;36.8;36.80 ° Est;9.6;09.60 ° Nord;Nord-Est;Parte centrale del Mare Tranquillitatis;36;Cauchy ?;??;Formazione non indicata;Formazione non indicata;;;4;4;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
CAUCHY M;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Augustin Louis Cauchy;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Francia;francese;19;19° secolo;Parigi;1789;Sceaux;1857;Autore della teoria delle funzioni di una variabile complessa.  Lavori sullo sviluppo in serie di funzioni.  Membro dell'Accademia delle Scienze nel 1816 e del 'Bureau des Longitudes' nel 1839.;35.1;35.10 ° Est;7.6;07.60 ° Nord;Nord-Est;Parte centrale del Mare Tranquillitatis;36;Cauchy ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAUCHY U;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Augustin Louis Cauchy;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Francia;francese;19;19° secolo;Parigi;1789;Sceaux;1857;Autore della teoria delle funzioni di una variabile complessa.  Lavori sullo sviluppo in serie di funzioni.  Membro dell'Accademia delle Scienze nel 1816 e del 'Bureau des Longitudes' nel 1839.;42.3;42.30 ° Est;8.8;08.80 ° Nord;Nord-Est;Parte centrale del Mare Tranquillitatis;36;Cauchy ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAUCHY V;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Augustin Louis Cauchy;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Francia;francese;19;19° secolo;Parigi;1789;Sceaux;1857;Autore della teoria delle funzioni di una variabile complessa.  Lavori sullo sviluppo in serie di funzioni.  Membro dell'Accademia delle Scienze nel 1816 e del 'Bureau des Longitudes' nel 1839.;41.5;41.50 ° Est;9;09.00 ° Nord;Nord-Est;Parte centrale del Mare Tranquillitatis;36;Cauchy ?;??;Formazione non indicata;Formazione non indicata;;;5;5;3;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAUCHY W;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Augustin Louis Cauchy;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Francia;francese;19;19° secolo;Parigi;1789;Sceaux;1857;Autore della teoria delle funzioni di una variabile complessa.  Lavori sullo sviluppo in serie di funzioni.  Membro dell'Accademia delle Scienze nel 1816 e del 'Bureau des Longitudes' nel 1839.;41.6;41.60 ° Est;10.6;10.60 ° Nord;Nord-Est;Parte centrale del Mare Tranquillitatis;36;Cauchy ?;??;Formazione non indicata;Formazione non indicata;;;4;4;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
CAVALERIUS A;Cratere;;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-69.5;69.5 ° Ovest;4.5;04.50 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;14;14;8;8;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAVALERIUS B;Cratere;;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-71;71 ° Ovest;6;06.00 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;39;39;23;23;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
CAVALERIUS C;Piccolo cratere;;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-69.2;69.2 ° Ovest;5.8;05.80 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;8;8;5;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAVALERIUS D;Cratere;;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-68.3;68.3 ° Ovest;8.6;08.60 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;52;52;31;31;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
CAVALERIUS E;Piccolo cratere;;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-69.9;69.9 ° Ovest;7.7;07.70 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;9;9;5;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAVALERIUS F;Piccolo cratere;;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-65.3;65.3 ° Ovest;8.1;08.10 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;7;7;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAVALERIUS K;Piccolo cratere;;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-69.2;69.2 ° Ovest;10.3;10.30 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;10;10;6;6;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAVALERIUS L;Piccolo cratere;;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-70.2;70.2 ° Ovest;10.4;10.40 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;10;10;6;6;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAVALERIUS M;Cratere;;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-71.5;71.5 ° Ovest;10.3;10.30 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;12;12;7;7;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAVALERIUS U;Piccolo cratere;;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-67.4;67.4 ° Ovest;10.1;10.10 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;7;7;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAVALERIUS W;Piccolo cratere;;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-67.3;67.3 ° Ovest;6.9;06.90 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;7;7;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAVALERIUS X;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-66.6;66.6 ° Ovest;9.2;09.20 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;4;4;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
CAVALERIUS Y;Piccolo cratere;;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-69.8;69.8 ° Ovest;10.7;10.70 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;7;7;4;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAVALERIUS Z;Piccolo cratere;Eratosteniano o Copernicano (da -3.2 miliardi di anni ad oggi) ?;Bonaventura Cavalieri;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Italia;italiano;17;17° secolo;Milano;1598;Bologna;1647;Discepolo di Galileo.  Autore della teoria degli indivisibili nel 1635. Precursore del calcolo integrale.;-69.5;69.5 ° Ovest;11;11.00 ° Nord;Nord-Ovest;Bordo Occidentale della Luna;28;Galilei ?;??;Formazione non indicata;Formazione non indicata;;;4;4;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;100;Riflettore da 100 mm;Riflettore da 200 mm;Faccia visibile
CAVENDISH A;Piccolo cratere;;Henry Cavendish;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Chimico e fisico;Inghilterra;inglese;19;19° secolo;Nizza;1731;Londra;1810;Membro della 'Royal Society' nel 1803. Studi sui gas. Ha scoperto l'idrogeno nel 1766.  Sintesi dell'acqua nel 1783.  Ideatore dell'elettrostatica quantitativa insieme a Maxwell.;-52.7;52.7 ° Ovest;-24;24 ° Sud;Sud-Ovest;Regione ad Est del Mare Humorum;51;Mersenius ?;??;Formazione non indicata;Formazione non indicata;;;10;10;6;6;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAVENDISH B;Piccolo cratere;;Henry Cavendish;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Chimico e fisico;Inghilterra;inglese;19;19° secolo;Nizza;1731;Londra;1810;Membro della 'Royal Society' nel 1803. Studi sui gas. Ha scoperto l'idrogeno nel 1766.  Sintesi dell'acqua nel 1783.  Ideatore dell'elettrostatica quantitativa insieme a Maxwell.;-55.1;55.1 ° Ovest;-23.2;23.2 ° Sud;Sud-Ovest;Regione ad Est del Mare Humorum;51;Mersenius ?;??;Formazione non indicata;Formazione non indicata;;;10;10;6;6;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;0;Nessuna valutazione;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;Faccia visibile
CAVENDISH E;Cratere;;Henry Cavendish;(Mädler 1837 o UAI 19.. ??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Chimico e fisico;Inghilterra;inglese;19;19° secolo;Nizza;1731;Londra;1810;Membro della 'Royal Society' nel 1803. Studi sui gas. Ha scoperto l'idrogeno nel 1766.  Sintesi dell'acqua nel 1783.  Ideatore dell'elettrostatica quantitativa insieme a Maxwell.;-54.2;54.2 ° Ovest;-25.4;25.4 ° Sud;Sud-Ovest;Regione ad Est del Mare Humorum;51;Mersenius ?;??;Formazione non indicata;Formazione non indicata;;;24;24;14;14;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;;;;;0;Nessuna valutazione;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;Faccia visibile
