NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
CATENA ABULFEDA;Crater chain;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Chaîne d'Abulfeda - Isma'il Abu al-Fida;(??);Not named;Not named;Not named;Historian and geographer;Araby;arabian;14;14 th century;Damas;1273;Hamah;1331;Prince of the dynasty of Ayyubides.  Author of 'the History' that continues the work of Ibn al-Athir.;17;17.0° East;-17;17.0° South;South-East;East of Catharina crater region;56;Azophi;199;;;;;216;216;127;6;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Alignment composed with more or less marked craterlets of variable dimensions.;Oriented South-East North-West.;Share of the South slope of Abulfeda then passes the North slope of Almanon.;Ends to the North point of Rupes Altai.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;50;50 mm refractor;100 mm refractor
CATENA DAVY;Crater chain;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Chaîne de Davy - Sir Humphry Davy;(??);Not named;Not named;Not named;Physicist and chemist;England;english;19;19 th century;Penzance;1778;Gençve;1829;Discoverer of the sodium the potassium the barium the strontium and the calcium in 1807-1808. Specialist of the electrolysis.  Inventor of the electrical arc and a lamp for miners.;-7;7.0° West;-11;11.0° South;South-West;West of Ptolemaeus crater region;43;Lalande;214;;;ST11/02  MM143;;51;51;30;2;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Formation situated in the arena of the walled plain Davy Y. Oriented West-East.;Constituted of a dozen of craterlets of 1 to 3 km of diameter.  Begins with the craterlet Davy C.;Constituted of a dozen of craterlets of 1 to 3 km of diameter.;Probably caused by the impact of several parts of a same body.;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;100;100 mm reflector;200 mm reflector
CATENA HUMBOLDT;Crater chain;Birth period not found;Chaîne de Humboldt - Wilhelm von Humboldt;(??);Not named;Not named;Not named;Statesman and philologist;Germany;german;19;19 th century;Potsdam;1767;Berlin;1835;Brother of Alexander von Humboldt the explorer. Founder of the University of berlin in 1809.  Studies of linguistics.;85;85.0° East;-22;22.0° South;South-East;Moon East-South-East limb;60;Vendelinus;146;;;;;165;165;97;3;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Chain of craters leaving from the center of Humboldt crossing the wall and prolonging to the North-East.;;;;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;50;50 mm refractor;100 mm refractor
CATENA KRAFFT;Crater chain;Birth period not found;Chaîne de Krafft - Wolfgang Ludwig Krafft;(??);Not named;Not named;Not named;Astronomer and physicist;Germany;german;18;18 th century;?;1743;?;1814;Lived in St Pétersbourg.;-72;72.0° West;15;15.0° North;North-West;Moon West-North-West limb;17;Struve;258;;075N'/C 080N/C 247C;;;61;61;36;2;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Oriented North - South. Connects Krafft to Cardanus.;;;;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;100;100 mm reflector;200 mm reflector
CATENA LITTROW;Crater chain;Birth period not found;Chaîne de Littrow - Johann J. V. Littrow;(??);Not named;Not named;Not named;Astronomer;Austria;austrian;19;19 th century;?;1781;?;1840;??;29;29.0° East;22;22.0° North;North-East;South-East part of Mare Serenitatis;24;Bessel;310;;;;;10;10;6;2;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Four craterlets aligned North - South to the North of Clercke and overlapped in Rimae Littrow.;;;;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;100;100 mm reflector;200 mm reflector
CATENA TIMOCHARIS;Crater chain;Copernician (From -1.1 billions years to present days) ?;Chaîne de Timocharis - Timocharis;(??);Not named;Not named;Not named;Astronomer;Greece;greek;-5;5  th century BC;?;450 BC;?;350 av JC;Close with school of Alexandrie.  Attempt of definitions of coordinate stellar based on the Ecliptique.;-13;13.0° West;29;29.0° North;North-West;South-East part of Mare Imbrium;21;Timocharis;336;;;;;51;51;30;1;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Chain of craterlets oriented North South and very narrow situated in ejected it North Timocharis.;;;;1;Low interest or difficult formation;8;1 day after First Quarter;Last Quarter;250;250 mm reflector;500 mm reflector
CATHARINA;Crater;Nectarian (From -3.92 billions years to -3.85 billions years);Sainte Catherine d'Alexandrie;Riccioli (1651);Piccolomini;Mons Moschus;Catharina;Holly character;Greece;greek;3;3 rd century;?;?;Alexandrie ?;307;Christian martyrdom.  Supports philosophers.  Beheaded on order of the Emperor Maxence;23,6;23.6° East;-18;18.0° South;South-East;Catharina crater region;57;Catharina;153;13b4 / 15h4;343C 143S 148S 154S;ST02/02  MM112 L100/008;IV-084-H2;104;104;61;61;3130;9500;0,0313;A_____________________________________________________________________A;Very damaged circular formation forming a South North aligned remarkable trio  with Theophilus and Cyrillus.;Pretty steep slopes and tormented to the North-East and supporting Catharina D to the North-West Catharina A to the South-West and Catharina C to the South-East;High walls to the South-East crushed by the large ghost semi crater Catharina P to the North by Catharina B & G to the North-East and by the crater Catharina S to the South.;Flat floor to the East and tormented to the West. Craterlets crack and hills.;4;Exceptional formation;5;5 days after New Moon;4 days after Full Moon;5;Naked eye;10x binoculars
CAUCHY;Crater;Copernician (From -1.1 billions years to present days) ?;Augustin Louis Cauchy;Neison (1876);Not named;Insula Aea;Not named;Mathematician;France;french;19;19 th century;Paris;1789;Sceaux;1857;Author of the theory of functions of a complex variable.  Works on the development in series of functions.  Member of the Academy of Sciences in 1816 and of the Bureau of Longitudes in 1839.;38,6;38.6° East;9,6;9.6° North;North-East;Central part of Mare Tranquillitatis;36;Cauchy;268;3 e3;323N/C 328C 131N/C 135C;MM88;IV-073-H2 IV-066-H2;14;14;8;8;2600;7900;0,2097;A________A;Bright circular formation with bowl shape situated between the 'hyperboles' of Rima Cauchy and Rupes Cauchy.;Few steep slopes supporting Rima Cauchy to the North-East.;Few high walls.;Rounded floor.;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor
CAUCHY OMEGA;Dome;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Cauchy Omega - Augustin Louis Cauchy;(??);Not named;Not named;Not named;Mathematician;France;french;19;19 th century;Paris;1789;Sceaux;1857;Author of the theory of functions of a complex variable.  Works on the development in series of functions.  Member of the Academy of Sciences in 1816 and of the Bureau of Longitudes in 1839.;38,4;38.4° East;7,3;7.3° North;North-East;Central part of Mare Tranquillitatis;36;Cauchy;270;;;MM88;;12;12;7;7;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Volcanic dome with summit crater situated to the South of Rupes Cauchy.;;;;4;Exceptional formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor
CAUCHY TAU;Dome;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Cauchy Tau - Augustin Louis Cauchy;(??);Not named;Not named;Not named;Mathematician;France;french;19;19 th century;Paris;1789;Sceaux;1857;Author of the theory of functions of a complex variable.  Works on the development in series of functions.  Member of the Academy of Sciences in 1816 and of the Bureau of Longitudes in 1839.;36,8;36.8° East;7,6;7.6° North;North-East;Central part of Mare Tranquillitatis;36;Cauchy;270;;143C;MM88;;12;12;7;7;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Volcanic dome without summit crater to the South of Rupes Cauchy.;;;;4;Exceptional formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor
CAVALERIUS;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);Bonaventura Cavalieri;Riccioli (1651);Not named;Not named;Cavalerius;Mathematician;Italy;italian;17;17 th century;Milan;1598;Bologne;1647;Disciple of Galilée.  Author of the theory of the indivisible in 1635. Precursor of the integer calculation.;-66,8;66.8° West;5,1;5.1° North;North-West;Moon West limb;28;Galilei;260;7g4;067N/C 075N/C 080N/C 233N/C 237C 247C;;IV-169-H1 IV-162-H1;60;60;35;35;3000;9100;0,0517;A_________________________________________A;Circular formation. Forms a remarkable couple with Hevelius.;Steep slopes.;High walls in terraces.;Flat floor with small central mountain. Three lines of crest. Craterlets.;4;Exceptional formation;13;6 days after First Quarter;5 days after Last Quarter;30;10x binoculars;50 mm refractor
CAVENDISH;Crater;Nectarian (From -3.92 billions years to -3.85 billions years) ?;Henry Cavendish;Mädler (1837);Not named;Mons Ajax;Not named;Chemist and physicist;England;english;19;19 th century;Nice;1731;London;1810;Member of the Royal Company in 1803. Studies on gases. Discovers hydrogen in 1766.  Synthesis of the water in 1783.  Creator of the quantitative electrostatic with Maxwell.;-53,7;53.7° West;-24,5;24.5° South;South-West;East of Mare Humorum region;51;Mersenius;143;11 e3;055C/S 06(C/S 067C 075C/S 225C 233C;;IV-156-H1;58;58;34;34;2350;7100;0,042;A___________________________________________________A;Damaged circular formation.;Pretty steep slopes supporting Rimae De Gasparis to the East and Cavendish F to the South.;Pretty high walls supporting Cavendish A to the North-East and Cavendish E to the South-East.;Tormented floor with two ghost craters. Small central mountain. Hills line of crest and craterlets.;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;30;10x binoculars;50 mm refractor
CAVENTOU;Craterlet;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Joseph Bienaimé Caventou (ex La Hire D);(??);Not named;Not named;Not named;Pharmacist;France;french;19;19 th century;Saint-Omer;1795;Paris;1877;Co-Discoverer of the strychnine in 1818 and the quinine in 1820 with Pierre Joseph Pelletier.;-29,4;29.4° West;29,8;29.8° North;North-West;South part of Mare Imbrium;20;Pytheas;358;5f8 / 6f2 / 8a3;;;;3;3;2;2;400;1200;0,1333;A______________A;Isolated circular formation with bowl shape.;;Few high walls.;Rounded floor.;1;Low interest or difficult formation;9;2 days after First Quarter;1 day after Last Quarter;100;100 mm reflector;200 mm reflector
CAYLEY;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);Arthur Cayley;Birt / Lee (1865);Not named;Not named;Not named;Mathematician;England;english;19;19 th century;Richmond;1821;Cambridge;1895;Author of the theory of the determinants and the invariants with Sylvester.  Discovery of matrical properties.  Works in projective geometry.   Member of the Royal Mathematics Society.;15,1;15.1° East;4;4.0° North;North-East;East of Mare Tranquillitatis region;34;Hyginus;282;1d2 / 13c8;351C 154C 161C;;IV-090-H1;15;15;9;9;3100;9400;0,2168;A________A;Circular formation with bowl shape. Forms a remarkable trio with Whewell and Morgan.;Pretty steep slopes.;High walls.;Rounded floor.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;50;50 mm refractor;100 mm refractor
CELSIUS;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Anders Celsius;Schmidt (1878);Not named;Not named;Not named;Physicist and astronomer;Danmark;danish;18;18 th century;Uppsala;1701;Upsalla;1744;Inventor of the centigrade scale of temperature measure.;20;20.0° East;-34,1;34.1° South;South-East;Rupes Altai South region;67;Rabbi Levi;80;14c7;343C 143S;;IV-088-H3;37;37;22;22;1500;4500;0,0417;A___________________________________________________A;Damaged circular formation situated on the West slope of Rabbi Levi.;Pretty steep slopes supporting Celsius A and a craterlet to the North and  three craterets aligned North South to the East.;Pretty high walls supporting three craterlets to the South-West.;Flat floor supporting a craterlet to the North.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
CENSORINUS;Craterlet;Copernician (From -1.1 billions years to present days) ?;Censorinus;Riccioli (1651);Not named;Not named;Censorinus;Astronomer;Rome;roman;3;3 rd century;?;?;?;?;Author of an astrological treaty presenting astral them influence according to the chronology.;32,7;32.7° East;-0,4;0.4° South;South-East;Theophilus crater North-East region;47;Capella;232;3f1 / 15f8;334C 135C 143C;;;3;3;2;2;380;1200;0,1;A____________________A;Bright and circular formation with bowl shape.;Few steep slopes supporting a very clear material and Censorinus A larger to the East.;Few high walls.;Rounded floor.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;100;100 mm reflector;200 mm reflector
CEPHEUS;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);Cephee;(??);Vossii;Mons Bodinus;Not named;Mythological character;Greece;greek;0;3 rd century;;;;;Imaginary King of Ethiopia.  Designates also a boreal constellation.;45,8;45.8° East;40,8;40.8° North;North-East;Atlas crater South-East region;15;Atlas;311;4f5;315N 323N 112N 119N 124N 131N 135N;;IV-067-H2 IV-074-H2;41;41;24;24;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation.;Steep slopes.;Pretty high walls in terraces overlapped by the craterlet Cepheus A.;Flat floor. Central hill.;3;Very interesting formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor
CHACORNAC;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Jean Chacornac;Birt / Lee (1865);Not named;Not named;Not named;Astronomer;France;french;19;19 th century;Lyon;1823;Villeurbanne;1873;Discoverer of six asteroids.  Study on solar spots. Theory of the lunar crater origin.;31,7;31.7° East;29,8;29.8° North;North-East;North-East of Mare Serenitatis region;14;Hercules;314;1b7 / 2a1 / 3f8 / 4g3;328N/C 334N 131N 135N/C 143N 148N;;IV-078-H3;53;53;31;31;1450;4400;0,0284;A____________________________________________________________________________A;Formation wrecked. Forms a remarkable couple with Posidonius.;Pretty steep slopes crushed by Posidonius to the North-West.;Few high walls.;Tormented flat floor supporting the craterlet Chacornac A and Rimae Chacornac. Hills.;4;Exceptional formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
CHALLIS;Crater;Birth period not found;James Challis;Birt / Lee (1865);Not named;Not named;Not named;Astronomer;England;english;19;19 th century;?;1803;?;1862;??;9,2;9.2° East;79,5;79.5° North;North-East;Moon North limb;4;Archytas;396;2f8;357N 003N 009N Q1N 135N 143N 148N 154N 161N 174N;;IV-104-H3 IV-128-H3 IV-116-H3 IV-092-H3 IV-140-H3;58;58;34;34;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Little deep circular formation. Overlapped with Main.;Few steep slopes.;Few high walls.;Flat floor.;2;Pretty interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
CHEVALLIER;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Temple Chevallier;Birt / Lee (1865);Not named;Not named;Not named;Astronomer;England;english;19;19 th century;?;1794;?;1873;Director of the observatory of Durnham.;51,2;51.2° East;44,9;44.9° North;North-East;Atlas crater South-East region;15;Atlas;364;4f5;Q3SW;;IV-177-H2 IV-067-H2 IV-074-H2;54;54;32;32;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Wrecked formation.;Few steep slopes supporting Chevallier A to the West Chevallier M to the North and Chevallier K to the South.;Few high walls.;Floor filled with lava containing Chevallier B. Narrow grooves and craterlets.;2;Pretty interesting formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor
