NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU;
DORSA WHISTON;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsali di Whiston (William Whiston);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Gran Bretagna;britannico;18;18° secolo;?;1667;?;1752;??;-57;57.0° Ovest;30;30.0° Nord;Nord-Ovest;Bordo Nord-Occidentale della Luna;8;Rümker;361;;;;;124;124;73;1;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale poco marcata orientata nella direzione Nord Sud.;;;;1;Formazione di scarso interesse;12;5 giorni dopo il Primo Quarto;4 giorni dopo l'Ultimo Quarto;150;Riflettore da 150 mm;Riflettore da 300 mm;
DORSUM ARDUINO;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Arduino (Giovanni Arduino);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Mineralogista e chimico;Italia;italiano;18;18° secolo;Caprino;1713;Venezia;1795;Precursore della stratigrafia. Lavori sullo sfruttamento delle miniere.;-36;36.0° Ovest;26;26.0° Nord;Nord-Ovest;Regione tra Oceanus Procellarum e Mare Imbrium;19;Brayley;337;;;;;114;114;67;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale poco marcata orientata nella direzione Nord Sud.;;;;1;Formazione di scarso interesse;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM AZARA;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Azara ex Dorsale a serpentina (Felix de Azara);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Naturalista;Spagna;spagnolo;18;18° secolo;?;1746;?;1811;;20;20.0° Est;26;26.0° Nord;Nord-Est;Parte Sud-Orientale del Mare Serenitatis;24;Bessel;316;;161N/C;;;114;114;67;4;150;500;0.0014;Troppo piatto. Visualizzazione impossibile.;Dorsale poco marcata situata al centro del Mare Serenitatis e su cui si trova il cratere Sarabhai.;;;;1;Formazione di scarso interesse;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM BUCHER;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Bucher (W. H. Bucher);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geofisico;Svizzera;svizzero;20;20° secolo;?;1889;?;1965;"""??""";-39;39.0° Ovest;31;31.0° Nord;Nord-Ovest;Parte Settentrionale dell'Oceanus Procellarum;9;Mairan;359;;;;;94;94;55;7;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale poco marcata orientata nella direzione Nord Sud.;;;;1;Formazione di scarso interesse;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM BUCKLAND;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Buckland (William Buckland);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Naturalista;Gran Bretagna;britannico;19;19° secolo;?;1784;?;1856;??;12;12.0° Est;21;21.0° Nord;Nord-Est;Parte Sud-Occidentale del Mare Serenitatis;23;Linné;319;;167N;;;155;155;91;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale ben marcata, orientata nella direzione Sud-Est Nord-Ovest e situata sulla riva meridionale del Mare Serenitatis parallelamente ai Montes Haemus.;;;;2;Formazione abbastanza interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM CAYEUX;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Cayeux (Lucien Cayeux);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geologo;Francia;francese;20;20° secolo;Semousies;1864;Mauves sur Loire;1944;Lavori sulla petrografia delle rocce sedimentarie.  Membro dell'Accademia francese delle Scienze nel 1928.;51;51.0° Est;1;1.0° Nord;Nord-Est;Bordo Settentrionale del Mare Fecunditatis;37;Taruntius;231;;124C;;;134;134;79;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale abbastanza marcata, situata a Nord del Mare Fecunditatis. Vi si trova il piccolo cratere Taruntius P e prosegue con Dorsum Geikie a Sud.;;;;2;Formazione abbastanza interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM CUSHMAN;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Cushman (J. A. Cushman);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Paleontologo;USA;americano;20;20° secolo;?;1881;?;1949;Specialista di micropaleontologia.;49;49.0° Est;1;1.0° Nord;Nord-Est;Bordo Settentrionale del Mare Fecunditatis;37;Taruntius;231;;131C;;;82;82;48;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione poco elevata, situata a Nord del Mare Fecunditatis.;;;;1;Formazione di scarso interesse;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM GAST;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Gast (Paul Werner Gast);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geologo;USA;americano;20;20° secolo;?;1930;?;1973;??;9;9.0° Est;24;24.0° Nord;Nord-Est;Parte Sud-Occidentale del Mare Serenitatis;23;Linné;319;;167N;;;61;61;36;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale poco marcata orientata nella direzione Nord Sud e situata sul bordo del Mare Serenitatis.;Vi si trovano il piccolo cratere Aratus D e un secondo cratere, ancora più piccolo, sulla sua parte mediana.;;;2;Formazione abbastanza interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM GRABAU;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Grabau (Amadeus W. Grabau);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geofisico;USA;americano;20;20° secolo;?;1870;?;1946;??;-14;14.0° Ovest;30;30.0° Nord;Nord-Ovest;Parte centrale del Mare Imbrium;11;Le Verrier;336;;191N;;;124;124;73;13;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale abbastanza marcata, orientata in direzione Ovest Est.;;;;2;Formazione abbastanza interessante;8;1 giorno dopo il Primo Quarto;all'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
DORSUM GUETTARD;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Guettard (Jean-Etienne Guettard);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geologo e naturalista;Francia;francese;18;18° secolo;Etampes;1715;Parigi;1786;Autore dell'origine vulcanica dei Monti dell'Auvergne. Scoperta del Caolino nei pressi di Limoges nel 1765 con l'avvio dell'industria della porcellana. Membro dell'Accademia francese delle Scienze nel 1743.;-18;18.0° Ovest;-10;10.0° Sud;Sud-Ovest;Regione Sud-Orientale dell'Oceanus Procellarum;42;Fra Mauro;216;;;;;41;41;24;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale poco marcata situata sul versante Ovest di Bonpland.;;;;1;Formazione di scarso interesse;8;1 giorno dopo il Primo Quarto;all'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM HEIM;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Heim (Albert Heim);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geofisico;Svizzera;svizzero;19;19° secolo;Zurigo;1849;Zurigo;1937;Scopritore del meccanismo della piegatura delle rocce.  Numerosi lavori sulle Alpi.;-29;29.0° Ovest;31;31.0° Nord;Nord-Ovest;Parte Nord-Occidentale del Mare Imbrium;10;Sinus Iridum;358;;201N 205N;;;134;134;79;8;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Lunga dorsale ben marcata, a forma di arco di cerchio, orientata nella direzione Sud-Est Nord-Ovest. Vi si trova il cratere C. Herschel.;;;;3;Formazione molto interessante;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM HIGAZY;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Higazy (Riad Higazy);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Naturalista;Egitto;egiziano;20;20° secolo;?;1919;?;1967;??;-17;17.0° Ovest;28;28.0° Nord;Nord-Ovest;Parte Sud-Orientale del Mare Imbrium;21;Timocharis;336;;191N;;;61;61;36;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale poco marcata orientata nella direzione Sud-Ovest Nord-Est, situata nel Mare Imbrium a Nord-Est di Timocharis.;Montagna isolata, ad Est della sua estremità meridionale.;;;2;Formazione abbastanza interessante;8;1 giorno dopo il Primo Quarto;all'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM NICOL;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Nicol (William Nicol);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Fisico;Scozia;scozzese;19;19° secolo;?;1768;Edimburgo;1851;Inventore del prisma polarizzatore con lo spato d'Islanda nel 1828.;23;23.0° Est;18;18.0° Nord;Nord-Est;Parte Sud-Orientale del Mare Serenitatis;24;Bessel;284;;154C;;;51;51;30;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale poco marcata orientata nella direzione Nord Sud, situata a Sud del Mare Serenitatis e che congiunge Dorsa Lister con Rimae Plinius.;;;;2;Formazione abbastanza interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM NIGGLI;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Niggli (Paul Niggli);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Naturalista;Svizzera;svizzero;20;20° secolo;?;1888;?;1953;??;-52;52.0° Ovest;29;29.0° Nord;Nord-Ovest;Regione del cratere Aristarchus;18;Aristarchus;341;;;;;51;51;30;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale poco marcata e perpendicolare ai Montes Agricola.;;;;1;Formazione di scarso interesse;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM OPPEL;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Oppel (Albert Oppel);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Paleontologo;Germania;tedesco;19;19° secolo;?;1831;?;1865;??;52;52.0° Est;19;19.0° Nord;Nord-Est;Bordo Nord-Occidentale del Mare Crisium;26;Cleomedes;263;;124N;;;309;309;182;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale poco marcata a forma di arco di cerchio. Contorna la parete Ovest del Mare Crisium.;;;;2;Formazione abbastanza interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM OWEN;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Owen (George Owen);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Naturalista;Gran Bretagna;britannico;16;16° secolo;?;1552;?;1613;??;11;11.0° Est;25;25.0° Nord;Nord-Est;Parte Sud-Occidentale del Mare Serenitatis;23;Linné;319;;167N;;;51;51;30;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale ben marcata, orientata nella direzione Nord Sud e situata nel Mare Serenitatis a Nord del cratere Krishna.;;;;2;Formazione abbastanza interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM SCILLA;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Scilla (Agostino Scilla);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geologo;Italia;italiano;17;17° secolo;?;1639;?;1700;??;-60;60.0° Ovest;32;32.0° Nord;Nord-Ovest;Bordo Nord-Occidentale della Luna;8;Rümker;361;;237C;;;124;124;73;1;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale poco marcata orientata nella direzione Nord Sud.;;;;1;Formazione di scarso interesse;12;5 giorni dopo il Primo Quarto;4 giorni dopo l'Ultimo Quarto;150;Riflettore da 150 mm;Riflettore da 300 mm;
DORSUM TERMIER;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Termier (Pierre Marie Termier);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geologo;Francia;francese;20;20° secolo;Lione;1859;Grenoble;1930;Membro dell'Accademia francese delle Scienze nel 1909.  Direttore del Servizio della Carta Geologica della Francia nel 1911.  Autore di molte opere di divulgazione.;58;58.0° Est;11;11.0° Nord;Nord-Est;Bordo Orientale della Luna;38;Neper;263;;119C;;;94;94;55;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale poco marcata situata al centro del Mare Crisium.;;;;1;Formazione di scarso interesse;3;3 giorni dopo la Luna Nuova;2 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;
DORSUM VON COTTA;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di von Cotta (Carl Bernard von Cott);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Naturalista;Germania;tedesco;19;19° secolo;?;1808;?;1879;??;12;12.0° Est;24;24.0° Nord;Nord-Est;Parte Sud-Occidentale del Mare Serenitatis;23;Linné;319;;167N;;;226;226;133;4;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale lunga e poco marcata, orientata nella direzione Nord Sud e situata nel Mare Serenitatis.;Raggiunge e poi si posiziona parallelamente al Dorsum Buckland nella sua parte meridionale.;;;2;Formazione abbastanza interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DORSUM ZIRKEL;Dorsale;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Dorsale di Zirkel (Ferdinand Zirkel);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geologo;Germania;tedesco;19;19° secolo;?;1838;?;1912;??;-24;24.0° Ovest;29;29.0° Nord;Nord-Ovest;Parte Meridionale del Mare Imbrium;20;Pytheas;336;;024N 029N 201N 205N;;;216;216;127;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Dorsale ben marcata, orientata nella direzione Sud-Est Nord-Ovest e situata nel Mare Imbrium a Nord-Ovest di Lambert.;Versanti su cui si trovano i piccoli crateri Lambert A e B a Sud.;;;2;Formazione abbastanza interessante;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DOVE;Cratere;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Heinrich W. Dove;Schmidt (1878);Nome non assegnato;Nome non assegnato;Nome non assegnato;Fisico;Germania;tedesco;19;19° secolo;?;1803;?;1879;Specialista di elettricità e di meteorologia.;31;31.0° Est;-46.7;46.7° Sud;Sud-Est;Regione Meridionale della Rupes Altai;67;Rabbi Levi;35;;328S 334S 343S 131S 135S 143S;;;31;31;18;18;1600;4800;0.0533;A_______________________________________A;Formazione circolare danneggiata.;Versanti poco scoscesi danneggiati dall'intrusione di Dove C a Sud-Ovest e di piccoli crateri a Sud-Est e a Nord-Est.;Pareti poco elevate.;Fondo piatto e poco esteso con una linea di creste.;2;Formazione abbastanza interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
DRAPER;Piccolo cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Henry Draper;Krieger / König (1912);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;USA;americano;19;19° secolo;Prince Edward County;1837;New York;1882;Precursore dell'astrofotografia e della spettroscopia. Autore del Catalogo 'Henry Draper' contenente 240 000 spettri stellari.  Inventore delle basi della classificazione stellare.;-21.7;21.7° Ovest;17.6;17.6° Nord;Nord-Ovest;Parte Meridionale del Mare Imbrium;20;Pytheas;301;14b5 / 16g4 / 16g5;024C 029C 191N/C 201N;;IV-126-H2;9;9;5;5;1740;5300;0.1977;A_________A;Formazione circolare isolata a forma di conca, situata all'estremità di una dorsale che la connette a Pytheas. Costituisce una coppia con  Draper C.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;2;Formazione abbastanza interessante;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
DREBBEL;Cratere;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Cornelis Drebbel;Mädler (1837);Nome non assegnato;Nome non assegnato;Nome non assegnato;Fisico e ingegnere;Olanda;olandese;17;17° secolo;Alkmaar;1572;Leida;1634;Pioniere della realizzazione dei primi microscopi.  Costruttore di uno dei primi sommergibili nel 1624.;-49;49.0° Ovest;-40.9;40.9° Sud;Sud-Ovest;Regione del cratere Schickard;62;Schickard;144;;048S 055S 061S 067C/S 075S 213S 225S;;IV-155-H2;31;31;18;15;3500;10600;0.1167;A_________________A;Formazione isolata di forma allungata.;Versanti abbastanza scoscesi su cui si trovano alcuni piccoli crateri a Sud.;Pareti molto elevate.;Fondo piatto allungato riempito di lava.;3;Formazione molto interessante;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
DRYGALSKI;Cratere;Pre-Nectariano (da -4.55 miliardi di anni a -3.92 miliardi di anni);Erich von Drygalski;Fauth (1936);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geofisico e esploratore;Germania;tedesco;20;20° secolo;Königsberg;1865;Monaco di Baviera;1949;Specialista di regioni polari.;-86.8;86.8° Ovest;-79.7;79.7° Sud;Sud-Ovest;Bordo Meridionale della Luna;72;Clavius;60;12 e6;080S Q3S 099S 213S 225S 233S 247S;;IV-193-H1;168;168;99;99;3900;11800;0.0239;A___________________________________________________________________________________________A;Formazione circolare situata nella zona delle librazioni.;Versanti abbastanza scoscesi.;Alte pareti, apparentemente danneggiate ad Ovest, su cui si trova un cratere a Sud-Est.;Fondo conosciuto solo parzialmente. Doppia montagna centrale. Collinette e piccoli crateri. Solchi orientati da Sud a Nord.;2;Formazione abbastanza interessante;14;durante la Luna Piena;6 giorni dopo l'Ultimo Quarto;5;Occhio nudo;Binocolo 10x;
DUBIAGO;Cratere;Periodo di formazione sconosciuto;Dimitrij I. Dubiago;Arthur / Whitaker (1963);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Russia;russo;19;19° secolo;?;1849;?;1919;??;70;70.0° Est;4.4;4.4° Nord;Nord-Est;Bordo Orientale della Luna;38;Neper;228;1 e2;303C Q1E Q4E 099N 105N;;;53;53;31;31;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare a Sud-Est del Mare Undarum.;Versanti abbastanza scoscesi, specialmente a Sud-Est, e su cui si trovano Dubiago L ad Ovest, Dubiago Z a Sud-Est, e Dubiago B e J a Sud.;Pareti abbastanza alte, più elevate ad Est che ad Ovest.;Fondo piatto riempito di lava scura.;3;Formazione molto interessante;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
DUNTHORNE;Cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Richard Dunthorne;Krieger / König (1912);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geodeta e astronomo;Gran Bretagna;britannico;18;18° secolo;?;1711;?;1775;??;-31.6;31.6° Ovest;-30.1;30.1° Sud;Sud-Ovest;Regione a Nord-Ovest del cratere Tycho;63;Capuanus;136;3b2;036S 201S 205S;;IV-137-H1;17;17;10;10;2780;8400;0.1738;A___________A;Formazione circolare isolata a forma di conca.;Versanti abbastanza scoscesi.;Alte pareti.;Fondo arrotondato.;2;Formazione abbastanza interessante;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
ECKERT;Piccolo cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Wallace J. Eckert;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;USA;americano;20;20° secolo;?;1902;?;1971;??;58.3;58.3° Est;17.3;17.3° Nord;Nord-Est;Bordo Nord-Occidentale del Mare Crisium;26;Cleomedes;263;9g2 / 10h8 / 11b1 / 12c8;116C;;;3;3;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca, situata all'estremità meridionale di una dorsale nel Mare Crisium.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;3;3 giorni dopo la Luna Nuova;2 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;
